GalaxyID,Class1.1,Class1.2,Class1.3,Categorization
360369,0.120497,0.851196,0.028307,Feature or Disc
360389,0.809587,0.164719,0.025694,Rounded
360395,0.401561,0.598439,0,Feature or Disc
360396,0.536732,0.414392,0.048876,Rounded
360444,0.573957,0.39159,0.034454,Rounded
360454,0.369929,0.616061,0.01401,Feature or Disc
360455,0.870082,0.10863,0.021288,Rounded
360460,0.737758,0.248766,0.013476,Rounded
360461,0.348752,0.618435,0.032812,Feature or Disc
360500,0.114321,0.864484,0.021196,Feature or Disc
360502,0.554864,0.445136,0,Rounded
360506,0.845589,0.069202,0.085209,Rounded
360510,0.748771,0.225562,0.025667,Rounded
360530,0.593132,0.396418,0.01045,Rounded
360541,0.780593,0.185573,0.033834,Rounded
360547,0.280418,0.703587,0.015996,Feature or Disc
360554,0.147781,0.833605,0.018614,Feature or Disc
360574,0.596123,0.384048,0.019829,Rounded
360577,0.261418,0.737665,9.17E-04,Feature or Disc
360587,0.255279,0.744721,0,Feature or Disc
360605,0.775034,0.178846,0.04612,Rounded
360615,0.386774,0.596374,0.016852,Feature or Disc
360658,0.892208,0.042495,0.065297,Rounded
360665,0.249216,0.734065,0.016719,Feature or Disc
360670,0.058,0.942,0,Feature or Disc
360688,0.055136,0.944864,0,Feature or Disc
360702,0.470008,0.529992,0,Feature or Disc
360755,0.435882,0.451525,0.112592,Feature or Disc
360772,0.111194,0.888806,0,Feature or Disc
360787,0,0.989521,0.010479,Feature or Disc
360792,0.935201,0.036622,0.028177,Rounded
360814,0.793532,0.200055,0.006413,Rounded
360829,0.070827,0.916366,0.012808,Feature or Disc
360831,0.186744,0.80203,0.011226,Feature or Disc
360837,0.247146,0.700115,0.052739,Feature or Disc
360838,0.888557,0.085777,0.025667,Rounded
360842,0.528708,0.431206,0.040086,Rounded
360850,0.104614,0.895386,0,Feature or Disc
360856,0.038377,0.961623,0,Feature or Disc
360869,0.936626,0,0.063374,Rounded
360870,0.740691,0.228146,0.031163,Rounded
360889,0.298733,0.700289,9.78E-04,Feature or Disc
360901,0.972135,0.027865,0,Rounded
360903,0.223368,0.776632,0,Feature or Disc
360905,0.209472,0.790528,0,Feature or Disc
360918,0.289569,0.710431,0,Feature or Disc
360924,0.749221,0.203938,0.046842,Rounded
360934,0.091899,0.908101,0,Feature or Disc
360953,0.825579,0.134677,0.039744,Rounded
360973,0.182664,0.7612,0.056136,Feature or Disc
360986,0.032735,0.965621,0.001644,Feature or Disc
360993,0.322275,0.667128,0.010597,Feature or Disc
361062,0.629107,0.370893,0,Rounded
361071,0.022656,0.977344,0,Feature or Disc
361075,0.259947,0.740053,0,Feature or Disc
361086,0.302609,0.65735,0.040041,Feature or Disc
361118,0.578667,0.404283,0.01705,Rounded
361129,0.025929,0.930247,0.043823,Feature or Disc
361163,1,0,0,Rounded
361193,0.70097,0.246919,0.052111,Rounded
361194,0.042293,0.957707,0,Feature or Disc
361216,0.220936,0.779064,0,Feature or Disc
361231,0.170829,0.804196,0.024975,Feature or Disc
361240,0.91672,0.08328,0,Rounded
361249,0.714526,0.193849,0.091625,Rounded
361264,0.581441,0.418559,0,Rounded
361271,0.796619,0.183484,0.019897,Rounded
361277,0.851952,0.124457,0.023592,Rounded
361290,0.850192,0.102279,0.047529,Rounded
361302,0.200876,0.798087,0.001036,Feature or Disc
361322,0.755059,0.244941,0,Rounded
361339,0.72,0.206,0.074,Rounded
361340,0.832381,0.166747,8.72E-04,Rounded
361347,0.162561,0.827104,0.010335,Feature or Disc
361352,0.564244,0.409323,0.026434,Rounded
361367,0.076519,0.908326,0.015155,Feature or Disc
361381,0.373629,0.604431,0.02194,Feature or Disc
361394,0.085026,0.891725,0.023249,Feature or Disc
361400,0.26254,0.726387,0.011073,Feature or Disc
361403,0.367623,0.632377,0,Feature or Disc
361408,0.777274,0.171717,0.051009,Rounded
361413,0.667443,0.307158,0.025399,Rounded
361442,0.793227,0.101036,0.105737,Rounded
361449,0.829954,0.145545,0.024501,Rounded
361483,0.234756,0.753065,0.01218,Feature or Disc
361501,0.771782,0.18615,0.042068,Rounded
361525,0.396708,0.574548,0.028744,Feature or Disc
361533,0.930536,0.069464,0,Rounded
361551,0.126495,0.860651,0.012855,Feature or Disc
361552,0.837577,0.136179,0.026244,Rounded
361572,0.846847,0.038038,0.115115,Rounded
361608,0.701306,0.192284,0.106411,Rounded
361612,0.10453,0.875773,0.019697,Feature or Disc
361618,0.31088,0.68912,0,Feature or Disc
361622,0.484261,0.466557,0.049181,Rounded
361626,0.031051,0.968267,6.82E-04,Feature or Disc
361633,0.569762,0.375869,0.054369,Rounded
361636,0.052246,0.947754,0,Feature or Disc
361642,0.066766,0.877434,0.0558,Feature or Disc
361657,0.218295,0.765448,0.016257,Feature or Disc
361668,0.153011,0.846989,0,Feature or Disc
361673,0.342477,0.625129,0.032394,Feature or Disc
361695,0.90616,0.090343,0.003496,Rounded
361697,0.366802,0.620136,0.013062,Feature or Disc
361727,0.277372,0.712305,0.010323,Feature or Disc
361728,0.296826,0.703174,0,Feature or Disc
361731,0.81971,0.128656,0.051635,Rounded
361749,0.794414,0.131769,0.073817,Rounded
361761,0.378604,0.613429,0.007968,Feature or Disc
361765,0.257707,0.728586,0.013707,Feature or Disc
361793,0.01164,0.983523,0.004838,Feature or Disc
361799,0.625473,0.361301,0.013226,Rounded
361802,0.247958,0.722827,0.029215,Feature or Disc
361823,0.063995,0.928721,0.007284,Feature or Disc
361826,0.357282,0.610624,0.032094,Feature or Disc
361828,0.106,0.872,0.022,Feature or Disc
361833,0.119869,0.870733,0.009398,Feature or Disc
361849,0.265387,0.689314,0.045299,Feature or Disc
361859,0.817811,0.123189,0.059001,Rounded
361884,0.221551,0.76785,0.010599,Feature or Disc
361903,0.132519,0.866524,9.57E-04,Feature or Disc
361906,0,1,0,Feature or Disc
361963,0.624157,0.341492,0.034351,Rounded
361978,0.705998,0.211926,0.082076,Rounded
361985,0.291741,0.700072,0.008187,Feature or Disc
362005,0.078973,0.906173,0.014854,Feature or Disc
362016,0.311342,0.688658,0,Feature or Disc
362020,0.194157,0.805843,0,Feature or Disc
362027,0.620601,0.379399,0,Rounded
362042,0.884397,0.069366,0.046237,Rounded
362044,0.086308,0.913692,0,Feature or Disc
362049,0.529212,0.378933,0.091855,Rounded
362063,0.231327,0.768673,0,Feature or Disc
362072,0.944,0.028,0.028,Rounded
362096,0.366955,0.607811,0.025234,Feature or Disc
362110,0.03977,0.95973,5.00E-04,Feature or Disc
362111,0.224173,0.763652,0.012175,Feature or Disc
362128,0.531353,0.466216,0.002431,Rounded
362129,0.829171,0.042957,0.127872,Rounded
362136,0.605177,0.319977,0.074846,Rounded
362149,0.514225,0.448548,0.037226,Rounded
362153,0.040264,0.944434,0.015302,Feature or Disc
362158,0.525509,0.429827,0.044664,Rounded
362170,0.856116,0.103379,0.040505,Rounded
362175,0.224886,0.706471,0.068644,Feature or Disc
362202,0.88,0.04,0.08,Rounded
362208,0.60998,0.347043,0.042977,Rounded
362231,0.289657,0.705874,0.004468,Feature or Disc
362239,0.486861,0.48798,0.025159,Feature or Disc
362240,0.778575,0.158747,0.062678,Rounded
362279,0.036149,0.963851,0,Feature or Disc
362283,0.034849,0.9596,0.005551,Feature or Disc
362287,0.059375,0.940625,0,Feature or Disc
362295,0.588375,0.411625,0,Rounded
362304,0.361177,0.530905,0.107918,Feature or Disc
362307,0.638384,0.280631,0.080986,Rounded
362317,0.579055,0.420945,0,Rounded
362345,0.23866,0.76134,0,Feature or Disc
362354,0.267195,0.732805,0,Feature or Disc
362382,0.418594,0.575192,0.006215,Feature or Disc
362406,0.037273,0.962727,0,Feature or Disc
362407,0.816883,0.129269,0.053848,Rounded
362409,0.260866,0.737675,0.001458,Feature or Disc
362433,0.406128,0.587238,0.006634,Feature or Disc
362444,0.309941,0.677081,0.012978,Feature or Disc
362447,0.51573,0.48427,0,Rounded
362453,0.755411,0.213171,0.031418,Rounded
362455,0.35193,0.638831,0.00924,Feature or Disc
362496,0.186602,0.763945,0.049453,Feature or Disc
362502,0.704197,0.295803,0,Rounded
362511,0.324069,0.660858,0.015073,Feature or Disc
362521,0.297695,0.681885,0.020421,Feature or Disc
362577,0.65619,0.274763,0.069047,Rounded
362585,0.299305,0.689565,0.01113,Feature or Disc
362638,0,1,0,Feature or Disc
362642,0.450111,0.515997,0.033892,Feature or Disc
362653,0.229782,0.717465,0.052753,Feature or Disc
362664,0.047468,0.936569,0.015962,Feature or Disc
362665,0.81792,0.152236,0.029844,Rounded
362668,0.627393,0.352351,0.020256,Rounded
362681,0.0767,0.9233,0,Feature or Disc
362699,0.279114,0.552033,0.168852,Feature or Disc
362706,0.737519,0.244726,0.017755,Rounded
362724,0.195107,0.795213,0.009681,Feature or Disc
362750,0.295066,0.693224,0.011709,Feature or Disc
362755,0.607149,0.377692,0.015159,Rounded
362782,0.582306,0.395272,0.022422,Rounded
362793,0.134238,0.864715,0.001047,Feature or Disc
362818,0,0.981407,0.018593,Feature or Disc
362831,0.041787,0.958213,0,Feature or Disc
362834,0.470725,0.529275,0,Feature or Disc
362850,0.347252,0.652748,0,Feature or Disc
362874,0.105996,0.89263,0.001374,Feature or Disc
362875,0.611817,0.371838,0.016345,Rounded
362891,0.384254,0.615746,0,Feature or Disc
362929,0.376742,0.569218,0.05404,Feature or Disc
362948,0.570584,0.429416,0,Rounded
362952,0.01954,0.970208,0.010252,Feature or Disc
362982,0.908793,0.091207,0,Rounded
362992,0.373202,0.593287,0.033511,Feature or Disc
363002,0.725,0.118,0.157,Rounded
363009,0.767233,0.207792,0.024975,Rounded
363041,0.19589,0.793526,0.010584,Feature or Disc
363099,0.845243,0.082229,0.072528,Rounded
363102,0.073819,0.926181,0,Feature or Disc
363107,0.20794,0.768567,0.023494,Feature or Disc
363129,0.096635,0.869134,0.03423,Feature or Disc
363132,0.147212,0.846108,0.00668,Feature or Disc
363155,0.776373,0.19352,0.030107,Rounded
363166,0.068575,0.930542,8.83E-04,Feature or Disc
363175,0.238665,0.723998,0.037337,Feature or Disc
363177,0.048455,0.940801,0.010743,Feature or Disc
363188,0.206801,0.774166,0.019033,Feature or Disc
363189,0.412001,0.587999,0,Feature or Disc
363199,0.238964,0.761036,0,Feature or Disc
363206,0.2392,0.759571,0.001229,Feature or Disc
363225,0.672673,0.281281,0.046046,Rounded
363242,0.880083,0.070154,0.049763,Rounded
363246,0.76853,0.19712,0.03435,Rounded
363254,0.148126,0.832982,0.018893,Feature or Disc
363277,0.832984,0.142144,0.024872,Rounded
363293,0.514879,0.431773,0.053348,Rounded
363302,0.140408,0.859592,0,Feature or Disc
363308,0.345615,0.617758,0.036626,Feature or Disc
363320,0.073501,0.905641,0.020858,Feature or Disc
363353,0.212849,0.76361,0.02354,Feature or Disc
363355,0.176629,0.817158,0.006213,Feature or Disc
363369,0.027792,0.96597,0.006238,Feature or Disc
363395,0.54645,0.41362,0.03993,Rounded
363411,0.894,0,0.106,Rounded
363426,0.910895,0.035146,0.053959,Rounded
363433,0.278975,0.653196,0.067828,Feature or Disc
363449,0.479009,0.520049,9.41E-04,Feature or Disc
363473,0.013966,0.983811,0.002223,Feature or Disc
363479,1,0,0,Rounded
363487,0.831125,0.092616,0.076259,Rounded
363491,0.520012,0.471978,0.00801,Rounded
363518,0.06529,0.93471,0,Feature or Disc
363521,0.229509,0.763479,0.007012,Feature or Disc
363522,0.417484,0.56748,0.015036,Feature or Disc
363525,0.665967,0.264573,0.06946,Rounded
363558,0.208061,0.791939,0,Feature or Disc
363561,0.076194,0.923806,0,Feature or Disc
363567,0.690142,0.244106,0.065752,Rounded
363589,0.476258,0.508509,0.015234,Feature or Disc
363596,0.376954,0.581892,0.041154,Feature or Disc
363601,0.068255,0.924371,0.007374,Feature or Disc
363603,0.483977,0.452388,0.063635,Rounded
363617,0.997312,0,0.002688,Rounded
363651,0.531562,0.456199,0.012239,Rounded
363678,0.842402,0.064422,0.093176,Rounded
363687,0.152873,0.846828,2.98E-04,Feature or Disc
363688,0.206753,0.788904,0.004343,Feature or Disc
363692,0.426,0.574,0,Feature or Disc
363720,0.79331,0.135531,0.071159,Rounded
363732,0.861633,0.1146,0.023766,Rounded
363736,0.17897,0.810562,0.010468,Feature or Disc
363747,0.293581,0.705459,9.60E-04,Feature or Disc
363751,0.204565,0.766444,0.028991,Feature or Disc
363761,0.691492,0.277237,0.031271,Rounded
363770,0.166896,0.819973,0.013131,Feature or Disc
363795,0.720525,0.088565,0.19091,Rounded
363814,0.81531,0.125691,0.058998,Rounded
363840,0.041537,0.958096,3.67E-04,Feature or Disc
363856,0.082471,0.9138,0.003729,Feature or Disc
363875,0.581988,0.392989,0.025022,Rounded
363891,0.568842,0.43048,6.78E-04,Rounded
363906,0.316399,0.683601,0,Feature or Disc
363911,0.904482,0.074289,0.021229,Rounded
363929,0.466992,0.529282,0.003726,Feature or Disc
363937,0.009218,0.92386,0.066922,Feature or Disc
363946,0.266868,0.733132,0,Feature or Disc
363947,0.384389,0.615611,0,Feature or Disc
363950,0.024319,0.952225,0.023456,Feature or Disc
364003,0,0.977251,0.022749,Feature or Disc
364019,0.532983,0.440459,0.026558,Rounded
364023,0.135786,0.843732,0.020482,Feature or Disc
364028,0.27916,0.71241,0.008429,Feature or Disc
364033,0.502498,0.496503,9.99E-04,Rounded
364046,0.310529,0.665163,0.024308,Feature or Disc
364052,0.512325,0.445369,0.042306,Rounded
364064,0.009071,0.990929,0,Feature or Disc
364082,0.814606,0.086373,0.099021,Rounded
364097,0.503632,0.465,0.031368,Rounded
364109,0.608568,0.365452,0.02598,Rounded
364126,0.482026,0.500429,0.017544,Feature or Disc
364155,0.959105,0,0.040895,Rounded
364199,0.89486,0.096132,0.009008,Rounded
364200,0.731793,0.233665,0.034542,Rounded
364209,0.510461,0.445427,0.044112,Rounded
364212,0.298467,0.683377,0.018156,Feature or Disc
364247,0.095204,0.902185,0.002611,Feature or Disc
364260,0.302766,0.688172,0.009062,Feature or Disc
364276,0.443616,0.539502,0.016881,Feature or Disc
364289,0.166485,0.807851,0.025664,Feature or Disc
364327,0,0.971,0.029,Feature or Disc
364328,0.3818,0.60348,0.01472,Feature or Disc
364352,0.857858,0.122122,0.02002,Rounded
364360,0.206927,0.793073,0,Feature or Disc
364362,0.429692,0.555998,0.01431,Feature or Disc
364365,0.836135,0.120383,0.043483,Rounded
364377,0.196397,0.790668,0.012935,Feature or Disc
364386,0.553336,0.374126,0.072539,Rounded
364415,0.498224,0.501776,0,Feature or Disc
364448,0.045565,0.951417,0.003019,Feature or Disc
364450,0.819156,0.180844,0,Rounded
364451,0.694604,0.304521,8.76E-04,Rounded
364457,0.069106,0.846442,0.084452,Feature or Disc
364460,0.098723,0.901277,0,Feature or Disc
364461,0.781,0.031,0.188,Rounded
364467,0.215215,0.743744,0.041041,Feature or Disc
364487,0.68567,0.153909,0.160422,Rounded
364495,0.053479,0.945478,0.001043,Feature or Disc
364512,0.357973,0.639957,0.002071,Feature or Disc
364518,0,0.994709,0.005291,Feature or Disc
364529,0.559004,0.425412,0.015584,Rounded
364539,0.63887,0.36113,0,Rounded
364543,0.265525,0.734475,0,Feature or Disc
364579,0.869807,0.130193,0,Rounded
364614,0.735,0.204,0.061,Rounded
364636,0.157219,0.813049,0.029732,Feature or Disc
364646,0.07192,0.920312,0.007769,Feature or Disc
364732,0.351106,0.617149,0.031744,Feature or Disc
364743,0.272742,0.693379,0.033879,Feature or Disc
364747,0.830861,0.157664,0.011476,Rounded
364753,0.161159,0.838841,0,Feature or Disc
364755,0.107291,0.892709,0,Feature or Disc
364758,0.103653,0.891422,0.004925,Feature or Disc
364766,0.314701,0.676513,0.008785,Feature or Disc
364805,0.565248,0.381944,0.052808,Rounded
364809,0.926679,0.073321,0,Rounded
364813,0.76218,0.188525,0.049296,Rounded
364818,0.634428,0.319802,0.04577,Rounded
364853,0.004459,0.989645,0.005896,Feature or Disc
364855,0.028134,0.967409,0.004457,Feature or Disc
364874,0.634363,0.325649,0.039988,Rounded
364911,0.416008,0.583992,0,Feature or Disc
364929,0.50104,0.438648,0.060312,Rounded
364944,0.700124,0.263573,0.036303,Rounded
364952,0,1,0,Feature or Disc
364957,0.766,0.191,0.043,Rounded
364964,0.452871,0.547129,0,Feature or Disc
365000,0.439474,0.493201,0.067325,Feature or Disc
365006,0.049677,0.943461,0.006862,Feature or Disc
365010,0.621305,0.301319,0.077375,Rounded
365031,0.034433,0.910334,0.055233,Feature or Disc
365037,0.3127,0.661315,0.025985,Feature or Disc
365038,0.622212,0.377788,0,Rounded
365057,0.581363,0.324241,0.094396,Rounded
365067,0.838788,0.131178,0.030033,Rounded
365082,0.903066,0.022468,0.074466,Rounded
365099,0.264027,0.671786,0.064186,Feature or Disc
365114,0.008713,0.966835,0.024452,Feature or Disc
365117,0.736769,0.245762,0.017469,Rounded
365118,0.104609,0.889177,0.006214,Feature or Disc
365177,0.824994,0.090041,0.084964,Rounded
365219,0.376614,0.623386,0,Feature or Disc
365234,0.703911,0.296089,0,Rounded
365241,0.442379,0.557621,0,Feature or Disc
365279,0.037003,0.962997,0,Feature or Disc
365304,0.746095,0.253905,0,Rounded
365305,0.787225,0.182378,0.030396,Rounded
365316,0.01998,0.979021,9.99E-04,Feature or Disc
365348,0.792234,0.144743,0.063023,Rounded
365369,0.514152,0.429692,0.056156,Rounded
365373,0.382607,0.612174,0.005219,Feature or Disc
365376,0.620321,0.333892,0.045787,Rounded
365377,0.651126,0.347503,0.001371,Rounded
365393,0.6023,0.387398,0.010302,Rounded
365396,0.375453,0.589281,0.035267,Feature or Disc
365412,0.739649,0.201923,0.058428,Rounded
365424,0.609733,0.390267,0,Rounded
365431,0.037966,0.957534,0.0045,Feature or Disc
365449,0.654175,0.31468,0.031146,Rounded
365471,0.6959,0.262052,0.042048,Rounded
365482,0.088762,0.911238,0,Feature or Disc
365494,0.748389,0.201759,0.049851,Rounded
365499,0.039665,0.958622,0.001713,Feature or Disc
365500,0.206111,0.784937,0.008953,Feature or Disc
365502,0.018872,0.952672,0.028456,Feature or Disc
365509,0.382432,0.605384,0.012185,Feature or Disc
365511,0.051051,0.922923,0.026026,Feature or Disc
365520,0.019998,0.969933,0.010069,Feature or Disc
365521,0.390437,0.609563,0,Feature or Disc
365529,0,0.999,0.001,Feature or Disc
365530,0.041022,0.953427,0.005551,Feature or Disc
365571,0.00677,0.99323,0,Feature or Disc
365595,0.089542,0.909474,9.84E-04,Feature or Disc
365617,0.842151,0.154621,0.003228,Rounded
365621,0.470733,0.50097,0.028297,Feature or Disc
365625,0.130621,0.868315,0.001063,Feature or Disc
365632,0.534411,0.419909,0.045679,Rounded
365646,0.356203,0.643797,0,Feature or Disc
365731,0.826552,0.129266,0.044182,Rounded
365743,0.809144,0.125768,0.065088,Rounded
365755,0.612854,0.387146,0,Rounded
365782,0.540287,0.42784,0.031873,Rounded
365817,0.72716,0.228737,0.044103,Rounded
365860,0.757028,0.03242,0.210552,Rounded
365870,0.689988,0.287113,0.0229,Rounded
365880,0.117885,0.882115,0,Feature or Disc
365888,0.190066,0.798811,0.011123,Feature or Disc
365890,0.259395,0.731055,0.00955,Feature or Disc
365910,0,0.996,0.004,Feature or Disc
365927,0.196133,0.783967,0.0199,Feature or Disc
365968,0.591225,0.408775,0,Rounded
365977,0.552865,0.447135,0,Rounded
365978,0,0.963869,0.036131,Feature or Disc
365993,0.041451,0.953608,0.00494,Feature or Disc
366003,0.238313,0.761687,0,Feature or Disc
366009,0.199129,0.797668,0.003203,Feature or Disc
366019,0.158,0.842,0,Feature or Disc
366028,0.857905,0.142095,0,Rounded
366036,0.311822,0.674872,0.013306,Feature or Disc
366045,0.3942,0.604539,0.001261,Feature or Disc
366050,0.072158,0.927842,0,Feature or Disc
366064,0.005807,0.982918,0.011275,Feature or Disc
366067,0.075203,0.897742,0.027055,Feature or Disc
366068,0.946566,0,0.053434,Rounded
366088,0.093542,0.906458,0,Feature or Disc
366094,0.771491,0.196574,0.031935,Rounded
366106,0.304473,0.669977,0.02555,Feature or Disc
366136,0.907,0.07,0.023,Rounded
366148,0.713077,0.256836,0.030087,Rounded
366167,0.605653,0.394347,0,Rounded
366169,0.200219,0.799781,0,Feature or Disc
366186,0.65343,0.313431,0.033139,Rounded
366187,0.023791,0.970368,0.005842,Feature or Disc
366202,0.192229,0.807771,0,Feature or Disc
366213,0.087138,0.904613,0.00825,Feature or Disc
366217,0.786299,0.162875,0.050826,Rounded
366223,0.811005,0.146122,0.042873,Rounded
366250,0.639603,0.341042,0.019355,Rounded
366267,0.61083,0.359296,0.029874,Rounded
366273,0.16588,0.828404,0.005716,Feature or Disc
366282,0.445864,0.483968,0.070168,Feature or Disc
366285,0.714293,0.263897,0.02181,Rounded
366296,0.664707,0.320045,0.015247,Rounded
366310,0.829065,0.090355,0.08058,Rounded
366348,0.835811,0.145589,0.0186,Rounded
366349,0.544953,0.40575,0.049298,Rounded
366350,0.451562,0.542194,0.006244,Feature or Disc
366352,0.856502,0.090848,0.05265,Rounded
366366,0.294774,0.705226,0,Feature or Disc
366378,0.173,0.827,0,Feature or Disc
366400,0.747791,0.252209,0,Rounded
366404,0.328855,0.657861,0.013284,Feature or Disc
366413,0.524704,0.392882,0.082415,Rounded
366418,0,0.988512,0.011488,Feature or Disc
366437,0.379651,0.61928,0.001068,Feature or Disc
366439,0.544405,0.386445,0.06915,Rounded
366442,0.483788,0.516212,0,Feature or Disc
366456,0.911912,0.065065,0.023023,Rounded
366458,0.221714,0.753792,0.024494,Feature or Disc
366466,0.854,0.09,0.056,Rounded
366494,0.023644,0.976356,0,Feature or Disc
366510,0.275949,0.724051,0,Feature or Disc
366518,0.184049,0.794844,0.021107,Feature or Disc
366537,0.380056,0.565761,0.054184,Feature or Disc
366538,0.720484,0.232943,0.046573,Rounded
366583,0.568219,0.427198,0.004583,Rounded
366625,0.475812,0.473447,0.050741,Rounded
366663,0.590577,0.389468,0.019956,Rounded
366668,0.314197,0.685803,0,Feature or Disc
366694,0.017518,0.958361,0.024121,Feature or Disc
366712,0,0.96549,0.03451,Feature or Disc
366723,0.856069,0.083548,0.060383,Rounded
366726,0.750121,0.225528,0.024352,Rounded
366729,0.505097,0.479533,0.01537,Rounded
366749,0.707341,0.292659,0,Rounded
366766,0.447057,0.50443,0.048512,Feature or Disc
366773,0.535197,0.233948,0.230855,Rounded
366784,0.375017,0.624983,0,Feature or Disc
366807,0.883,0.078,0.039,Rounded
366817,0.699,0.18,0.121,Rounded
366831,0.179648,0.700441,0.119911,Feature or Disc
366846,0.191971,0.808029,0,Feature or Disc
366847,0.873877,0.126123,0,Rounded
366856,0.476435,0.523565,0,Feature or Disc
366864,0.028272,0.971728,0,Feature or Disc
366876,0.318846,0.681154,0,Feature or Disc
366883,0.206429,0.764606,0.028965,Feature or Disc
366921,0.144298,0.837967,0.017735,Feature or Disc
366929,0.102,0.898,0,Feature or Disc
366932,0.818236,0.181764,0,Rounded
366933,0.587514,0.411375,0.001111,Rounded
367018,0.484025,0.515975,0,Feature or Disc
367022,0.196789,0.793368,0.009842,Feature or Disc
367032,0.889,0.022,0.089,Rounded
367044,0.762261,0.211039,0.0267,Rounded
367055,0.706237,0.267211,0.026552,Rounded
367060,0.723087,0.275346,0.001567,Rounded
367074,0.418112,0.556854,0.025034,Feature or Disc
367083,0.766,0.12,0.114,Rounded
367092,0.667581,0.238823,0.093596,Rounded
367096,0.063,0.879,0.058,Feature or Disc
367101,0.786719,0.213281,0,Rounded
367120,0.357403,0.642597,0,Feature or Disc
367125,0.310902,0.664647,0.02445,Feature or Disc
367142,0.193729,0.791641,0.014629,Feature or Disc
367144,0.652895,0.315978,0.031127,Rounded
367165,0.366523,0.633477,0,Feature or Disc
367174,0.35179,0.64821,0,Feature or Disc
367184,0.824059,0.127257,0.048683,Rounded
367187,0.177634,0.822366,0,Feature or Disc
367212,0.161654,0.802673,0.035673,Feature or Disc
367215,0.405485,0.576382,0.018133,Feature or Disc
367234,0.298866,0.695056,0.006078,Feature or Disc
367253,0.206135,0.793865,0,Feature or Disc
367261,0.354906,0.605818,0.039276,Feature or Disc
367270,0.295894,0.687648,0.016459,Feature or Disc
367284,0.156015,0.837706,0.006278,Feature or Disc
367291,0.610527,0.366317,0.023156,Rounded
367297,0.352746,0.647254,0,Feature or Disc
367299,0.55625,0.417247,0.026503,Rounded
367313,0.310346,0.689654,0,Feature or Disc
367337,0.436087,0.555654,0.008258,Feature or Disc
367346,0.516909,0.459241,0.02385,Rounded
367369,0.524899,0.459461,0.01564,Rounded
367405,0.385988,0.604147,0.009865,Feature or Disc
367410,0.149632,0.822345,0.028023,Feature or Disc
367433,0.682886,0.249191,0.067923,Rounded
367441,0.058075,0.869467,0.072458,Feature or Disc
367445,0.384449,0.615551,0,Feature or Disc
367466,0.606321,0.393679,0,Rounded
367483,0.074055,0.925945,0,Feature or Disc
367487,0.786708,0.1597,0.053592,Rounded
367502,0.7596,0.195506,0.044894,Rounded
367520,0.816216,0.136129,0.047655,Rounded
367521,0.753799,0.244988,0.001213,Rounded
367523,0.429658,0.557364,0.012978,Feature or Disc
367538,0.184379,0.802201,0.01342,Feature or Disc
367576,0.377652,0.602594,0.019754,Feature or Disc
367583,0.094939,0.894216,0.010845,Feature or Disc
367611,0.863836,0.076394,0.05977,Rounded
367613,0.407957,0.502261,0.089782,Feature or Disc
367615,0.171338,0.822099,0.006563,Feature or Disc
367650,0.121664,0.868155,0.010181,Feature or Disc
367655,0.126403,0.872409,0.001189,Feature or Disc
367682,0.332135,0.667865,0,Feature or Disc
367683,0.803284,0.168662,0.028054,Rounded
367689,0.495146,0.504854,0,Feature or Disc
367712,0.890704,0.087341,0.021955,Rounded
367714,0.070793,0.929207,0,Feature or Disc
367727,0.322252,0.667894,0.009854,Feature or Disc
367732,0.119851,0.8376,0.042549,Feature or Disc
367739,0.104289,0.881627,0.014084,Feature or Disc
367762,0.804535,0.171904,0.02356,Rounded
367770,0.27307,0.704667,0.022263,Feature or Disc
367785,0.146007,0.837094,0.016899,Feature or Disc
367786,0.60714,0.373724,0.019136,Rounded
367803,0.311469,0.688531,0,Feature or Disc
367853,0.317771,0.67076,0.011469,Feature or Disc
367854,0.168486,0.799053,0.032461,Feature or Disc
367855,0.54023,0.45977,0,Rounded
367873,0.634676,0.318784,0.046541,Rounded
367886,0.1078,0.888621,0.003579,Feature or Disc
367921,0.532353,0.340779,0.126868,Rounded
367942,0.363629,0.636371,0,Feature or Disc
367943,0.562125,0.43719,6.85E-04,Rounded
367950,0.16442,0.83558,0,Feature or Disc
367956,0.776622,0.167712,0.055666,Rounded
367989,0.131909,0.868091,0,Feature or Disc
367998,0.5922,0.38116,0.02664,Rounded
368053,0.623273,0.373228,0.003499,Rounded
368063,0.081274,0.918726,0,Feature or Disc
368082,0.180942,0.819058,0,Feature or Disc
368093,0.504056,0.439855,0.056089,Rounded
368119,0.766312,0.200229,0.033459,Rounded
368136,0.717663,0.282337,0,Rounded
368137,0.391039,0.459625,0.149336,Feature or Disc
368165,0.128356,0.859636,0.012008,Feature or Disc
368176,0.424986,0.561489,0.013525,Feature or Disc
368181,0.146468,0.841602,0.011929,Feature or Disc
368183,0.749494,0.203677,0.046829,Rounded
368188,0.285558,0.714207,2.35E-04,Feature or Disc
368229,0.615641,0.358115,0.026244,Rounded
368250,0.159918,0.67669,0.163392,Feature or Disc
368256,0.820249,0.179751,0,Rounded
368259,0.614522,0.385478,0,Rounded
368262,0.032328,0.96612,0.001552,Feature or Disc
368266,0.919,0.081,0,Rounded
368270,0.72015,0.191265,0.088586,Rounded
368271,0.505816,0.46491,0.029273,Rounded
368272,0.402597,0.585874,0.011529,Feature or Disc
368276,0,1,0,Feature or Disc
368327,0.081786,0.899706,0.018508,Feature or Disc
